detector_type,descriptor_type,frame,no_keypoints_frame,detector_time_ms,descriptor_time_ms,no_matched_points,matching_time_ms,ttc_lidar_s,ttc_camera_s
FAST,ORB,2,5202,2.47097000,8.51948300,1794,606.48645500,12.98777737,16.92471347
FAST,ORB,3,5090,2.39179600,8.52827200,1777,594.11304800,17.26938871,12.80194545
FAST,ORB,4,5118,2.49663100,8.80248100,1724,591.84619800,13.79866612,10.88762857
FAST,ORB,5,5180,2.39680400,8.53546100,1792,581.06997900,12.85564709,11.81974646
FAST,ORB,6,5192,2.48211500,8.42341400,1806,577.54978200,13.34054193,12.07500043
FAST,ORB,7,5177,2.51661700,8.35190500,1668,571.40174300,14.45731022,12.37162962
FAST,ORB,8,5176,2.58489600,8.26737500,1796,569.51618200,13.13016586,11.37136702
FAST,ORB,9,5225,2.45662800,8.54612100,1745,579.59170700,12.34545830,12.82801599
FAST,ORB,10,5331,2.51944000,8.75773200,1735,591.72269800,12.14960324,13.73563683
FAST,ORB,11,5351,2.46960700,8.70561400,1782,606.12852900,11.54790781,13.12916253
FAST,ORB,12,5244,2.37829400,8.83624500,1828,601.33046700,10.07826007,12.55736578
FAST,ORB,13,5231,2.40083000,8.56002200,1759,586.53907300,9.20565887,12.20844585
FAST,ORB,14,5286,2.51465200,8.49594800,1815,581.21279400,9.54236248,11.81099015
FAST,ORB,15,5464,2.47780400,9.27538700,1910,606.51007600,8.39156690,8.75591375
FAST,ORB,16,5464,2.58160000,8.70770300,1986,642.27942400,8.88653053,11.64368365
FAST,ORB,17,5563,2.53106500,8.78164600,1974,629.75810400,11.04299793,11.13927933

FAST,FREAK,0,5275,2.39746700,80.30213300,0,0.00000000,0.00000000,0.00000000
FAST,FREAK,1,5291,2.35813100,83.08478100,1198,1251.39887500,12.29943227,13.49414776
FAST,FREAK,2,5202,2.51758500,79.65459900,1226,1226.29057300,12.98777737,14.48070514
FAST,FREAK,3,5090,2.47593800,79.07770300,1192,1225.91457900,17.26938871,14.60816663
FAST,FREAK,4,5118,2.42100000,78.97037800,1168,1184.00087900,13.79866612,14.09960410
FAST,FREAK,5,5180,2.41443800,80.50328100,1236,1178.19634300,12.85564709,12.30728757
FAST,FREAK,6,5192,2.55728700,80.14313000,1121,1180.91218800,13.34054193,12.49697817
FAST,FREAK,7,5177,2.46083800,79.06884400,1073,1171.22283600,14.45731022,11.95360529
FAST,FREAK,8,5176,2.43995800,79.65911500,1213,1174.59280400,13.13016586,12.28518827
FAST,FREAK,9,5225,2.47922500,80.63733400,1124,1190.24165100,12.34545830,12.65731674
FAST,FREAK,10,5331,2.55505200,80.59892400,1085,1226.82170700,12.14960324,12.22757415
FAST,FREAK,11,5351,3.03725100,83.70368600,1236,1254.23383900,11.54790781,12.80361157
FAST,FREAK,12,5244,2.61917100,81.94220700,1204,1238.19814400,10.07826007,13.99091286
FAST,FREAK,13,5231,2.63123900,80.36201800,1149,1209.38532200,9.20565887,-0.46194514
FAST,FREAK,14,5286,2.59845000,81.37407500,1174,1219.16311700,9.54236248,14.14474173
FAST,FREAK,15,5464,2.54008000,83.17151600,1257,1256.67662400,8.39156690,7.43895189
FAST,FREAK,16,5464,2.48708200,82.38465100,1315,1299.99321900,8.88653053,11.07557304
FAST,FREAK,17,5563,2.56707900,83.39835500,1301,1316.54546100,11.04299793,7.50421451

FAST,AKAZE,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,1,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,2,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,3,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,4,0,0.00000000,0.00000000,0,0.00000000,0.00000000,1726347346919784596218595979484941815920177203742450248701171473325086629857703513723909799164355262607234751553172250703718075200217662729374106842734450926102772184259787656229842430088249594240322340007579275853971610510853021565816286478336.00000000
FAST,AKAZE,5,0,0.00000000,0.00000000,0,0.00000000,0.00000000,78923505847451519368150794087956480.00000000
FAST,AKAZE,6,0,0.00000000,0.00000000,0,0.00000000,0.00000000,42451022239132593821440808235492530101484619384870697940200026967523770380659019186149598058762252810710399673407962352053728479043228708020109607026538761175637082850407219200.00000000
FAST,AKAZE,7,0,0.00000000,0.00000000,0,0.00000000,0.00000000,4251005171854987222490061758896760859931977203737508294106761003003752899904578357821186104635271107542198943109985430542680305572214127338820579886126116552553950781154691884852883105599725004072826521717419699115956386001846272.00000000
FAST,AKAZE,8,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,9,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,10,0,0.00000000,0.00000000,0,0.00000000,0.00000000,5285614496162831971717956274206937323440481328937256480958922330248678709689218633860112178131343192334108812580986745737728268629247395958066307983254394192247918343213536598032384.00000000
FAST,AKAZE,11,0,0.00000000,0.00000000,0,0.00000000,0.00000000,257382701426205473290748461812813868344019749007371145206014185196144538222589374640355913423277825384343465416585780640020648120318179633607517618644388805432017684437416277378571698176.00000000
FAST,AKAZE,12,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,13,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,14,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,15,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,16,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,17,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000

FAST,SIFT,0,5275,2.99271300,437.31165000,0,0.00000000,0.00000000,0.00000000
FAST,SIFT,1,5291,2.55040400,430.53837400,3457,1200.38963100,12.29943227,12.49469867
FAST,SIFT,2,5202,2.52479000,424.41230200,3422,1181.38834200,12.98777737,12.34528218
FAST,SIFT,3,5090,2.36376900,417.05596000,3313,1132.29813700,17.26938871,13.23020391
FAST,SIFT,4,5118,2.50766500,422.77913400,3308,1119.34917200,13.79866612,12.94862190
FAST,SIFT,5,5180,2.51359500,418.97718000,3376,1135.75241800,12.85564709,12.06715479
FAST,SIFT,6,5192,2.37688900,422.05981100,3412,1143.78541900,13.34054193,12.39797730
FAST,SIFT,7,5177,2.42247900,418.03166300,3330,1148.33808200,14.45731022,13.12240802
FAST,SIFT,8,5176,2.54088600,421.00891400,3343,1143.30839900,13.13016586,13.22717020
FAST,SIFT,9,5225,2.61553400,423.59823600,3357,1162.93920500,12.34545830,13.47900614
FAST,SIFT,10,5331,2.53202400,433.48331100,3394,1187.39083100,12.14960324,12.93352838
FAST,SIFT,11,5351,2.48027200,432.15444300,3337,1226.75081300,11.54790781,12.34227138
FAST,SIFT,12,5244,2.50212800,425.94347600,3389,1199.49399300,10.07826007,11.92212128
FAST,SIFT,13,5231,2.49918000,428.70672500,3356,1174.30381500,9.20565887,13.16509208
FAST,SIFT,14,5286,2.45208500,427.30519800,3477,1179.11913200,9.54236248,11.55556236
FAST,SIFT,15,5464,2.52341900,446.30034500,3543,1232.13560100,8.39156690,11.28140728
FAST,SIFT,16,5464,2.50072700,446.37140400,3627,1288.11908800,8.88653053,10.60274151
FAST,SIFT,17,5563,2.57655600,454.35579900,3627,1308.39491300,11.04299793,10.69456732

BRISK,BRISK,0,2896,375.02344200,31.60691700,0,0.00000000,0.00000000,0.00000000
BRISK,BRISK,1,3000,371.55785900,32.24480800,1162,480.88578500,12.29943227,47.98461015
BRISK,BRISK,2,2974,382.03051400,32.05298700,1202,494.55331400,12.98777737,20.31187487
BRISK,BRISK,3,2953,369.14287900,31.39217400,1185,487.14826400,17.26938871,11.53690832
BRISK,BRISK,4,2855,370.36673400,30.60471900,1100,467.07833600,13.79866612,12.33758876
BRISK,BRISK,5,2906,370.28508200,31.69647600,1133,462.33067300,12.85564709,18.58784390
BRISK,BRISK,6,2886,369.88623000,30.69520000,1111,465.98230300,13.34054193,12.74446942
BRISK,BRISK,7,2886,370.95079900,31.16873400,1072,462.75900500,14.45731022,16.76589344
BRISK,BRISK,8,2893,368.83694800,31.57825500,1101,463.15468300,13.13016586,14.49012614
BRISK,BRISK,9,2930,374.71864300,30.80101600,1085,470.31772100,12.34545830,16.66496478
BRISK,BRISK,10,3022,371.81121500,32.58298100,1091,492.06607500,12.14960324,13.07060723
BRISK,BRISK,11,3013,374.59445600,32.54112600,1145,506.03732200,11.54790781,18.89296159
BRISK,BRISK,12,2949,375.54969500,32.28005300,1164,492.79723600,10.07826007,13.50570625
BRISK,BRISK,13,3012,376.71483900,32.70884500,1145,491.60114500,9.20565887,12.05676400
BRISK,BRISK,14,3026,372.89540900,32.93753800,1163,503.84844800,9.54236248,26.47512133
BRISK,BRISK,15,3074,374.17514700,32.74880600,1242,514.48444600,8.39156690,11.46574683
BRISK,BRISK,16,3131,375.28860800,34.31477100,1225,535.76516000,8.88653053,7.83270067
BRISK,BRISK,17,3135,374.87658500,33.49984500,1255,545.92695700,11.04299793,10.03583710

BRISK,BRIEF,0,2896,368.91940100,11.15924100,0,0.00000000,0.00000000,0.00000000
BRISK,BRIEF,1,3000,372.13959300,11.43522300,1168,250.42312700,12.29943227,12.84827968
BRISK,BRIEF,2,2974,373.08175700,11.88663000,1220,259.27861700,12.98777737,12.67351917
BRISK,BRIEF,3,2953,369.71191100,10.99931100,1285,252.08805500,17.26938871,13.34498829
BRISK,BRIEF,4,2855,370.01467800,10.97025100,1223,242.47761700,13.79866612,13.15277856
BRISK,BRIEF,5,2906,369.45464600,10.67214300,1232,237.69006400,12.85564709,12.17376283
BRISK,BRIEF,6,2886,369.05449400,11.10525100,1232,240.83450700,13.34054193,15.20668426
BRISK,BRIEF,7,2886,371.29071600,10.79503200,1213,241.02002700,14.45731022,7.20990617
BRISK,BRIEF,8,2893,372.09074300,11.09941900,1216,241.46570600,13.13016586,26.83706418
BRISK,BRIEF,9,2930,370.54715300,11.18342500,1251,245.18120400,12.34545830,20.88826293
BRISK,BRIEF,10,3022,374.41375400,12.52848200,1222,255.79296400,12.14960324,10.43607610
BRISK,BRIEF,11,3013,375.24373400,11.72453000,1228,262.33148300,11.54790781,9.83933402
BRISK,BRIEF,12,2949,372.39652600,11.03482100,1247,254.98119800,10.07826007,12.60278923
BRISK,BRIEF,13,3012,379.57293100,11.99492300,1230,255.93422500,9.20565887,13.42946725
BRISK,BRIEF,14,3026,383.55186600,12.21027100,1288,262.89184800,9.54236248,11.01138087
BRISK,BRIEF,15,3074,376.99193200,11.78530700,1349,265.65631700,8.39156690,8.86322027
BRISK,BRIEF,16,3131,375.82249700,12.33535300,1274,276.47691800,8.88653053,10.95181260
BRISK,BRIEF,17,3135,376.13900200,11.51816800,1348,280.45127800,11.04299793,11.68823929

BRISK,ORB,0,2896,372.78696300,10.73402300,0,0.00000000,0.00000000,0.00000000
BRISK,ORB,1,3000,371.31136300,10.56220300,772,247.73186900,12.29943227,-38.58087717
BRISK,ORB,2,2974,372.24261800,10.69136400,742,253.58398400,12.98777737,19.77298941
BRISK,ORB,3,2953,370.65204300,10.64716500,802,250.46743200,17.26938871,11.91347273
BRISK,ORB,4,2855,368.44520300,10.41096500,742,239.96038200,13.79866612,17.84073203
BRISK,ORB,5,2906,370.01630100,10.19561300,776,235.51538800,12.85564709,17.09675849
BRISK,ORB,6,2886,378.71169700,10.53688200,741,238.11934400,13.34054193,20.63514191
BRISK,ORB,7,2886,378.18402200,10.22859300,723,235.18489500,14.45731022,18.44944293
BRISK,ORB,8,2893,371.17486900,10.40119900,717,239.17800100,13.13016586,15.53550250
BRISK,ORB,9,2930,372.55604500,10.39690000,699,241.77586200,12.34545830,15.58986913
BRISK,ORB,10,3022,374.87708700,10.77164300,726,252.93750800,12.14960324,9.21398772
BRISK,ORB,11,3013,372.14805400,10.49670900,750,256.96644300,11.54790781,6.73947750
BRISK,ORB,12,2949,369.97494600,10.54308500,761,250.20536700,10.07826007,21.15737682
BRISK,ORB,13,3012,371.11395500,10.53336300,734,248.64684500,9.20565887,14.61228132
BRISK,ORB,14,3026,372.15364300,10.45772800,770,254.19347500,9.54236248,22.71748226
BRISK,ORB,15,3074,373.41632400,11.02976400,761,260.45072000,8.39156690,9.28503523
BRISK,ORB,16,3131,374.40072600,10.76078300,779,267.42368700,8.88653053,19.13327103
BRISK,ORB,17,3135,372.96526500,10.56174600,839,275.42034800,11.04299793,11.77619887

BRISK,FREAK,0,2896,369.37909000,63.97524800,0,0.00000000,0.00000000,0.00000000
BRISK,FREAK,1,3000,368.68473600,63.32500100,907,328.53358000,12.29943227,10.70504916
BRISK,FREAK,2,2974,371.27511000,63.84848900,922,341.11559000,12.98777737,24.42460089
BRISK,FREAK,3,2953,372.30816300,63.87613900,960,337.50266100,17.26938871,9.75809754
BRISK,FREAK,4,2855,371.34850600,63.53299200,909,328.58817900,13.79866612,16.97924364
BRISK,FREAK,5,2906,368.33709200,62.93073400,918,324.98594000,12.85564709,19.12193942
BRISK,FREAK,6,2886,375.35698900,63.20891200,893,330.14881000,13.34054193,13.50787151
BRISK,FREAK,7,2886,374.23068200,65.04383800,824,328.56419800,14.45731022,8.54029417
BRISK,FREAK,8,2893,371.93276300,65.19019900,889,322.96979500,13.13016586,19.15019716
BRISK,FREAK,9,2930,370.86887700,63.76962000,873,326.26045500,12.34545830,14.79886957
BRISK,FREAK,10,3022,371.41699400,63.94599500,854,335.37492200,12.14960324,10.26242581
BRISK,FREAK,11,3013,379.01130000,65.45812700,877,342.36750900,11.54790781,12.68091267
BRISK,FREAK,12,2949,374.76779500,64.80886500,879,329.56775000,10.07826007,8.39937464
BRISK,FREAK,13,3012,379.34708800,65.27513900,864,324.83151100,9.20565887,14.31027646
BRISK,FREAK,14,3026,377.55346100,65.34877900,876,331.26938300,9.54236248,10.49725216
BRISK,FREAK,15,3074,377.65915900,65.15160200,943,340.21126800,8.39156690,13.27818654
BRISK,FREAK,16,3131,375.39631200,65.81937800,900,356.74762200,8.88653053,13.88650006
BRISK,FREAK,17,3135,376.38712500,65.34434000,1001,367.29323200,11.04299793,10.99944196

BRISK,AKAZE,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,1,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,2,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,3,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,4,0,0.00000000,0.00000000,0,0.00000000,0.00000000,1726347346919784596218595979484941815920177203742450248701171473325086629857703513723909799164355262607234751553172250703718075200217662729374106842734450926102772184259787656229842430088249594240322340007579275853971610510853021565816286478336.00000000
BRISK,AKAZE,5,0,0.00000000,0.00000000,0,0.00000000,0.00000000,78923505847451519368150794087956480.00000000
BRISK,AKAZE,6,0,0.00000000,0.00000000,0,0.00000000,0.00000000,42451022239132593821440808235492530101484619384870697940200026967523770380659019186149598058762252810710399673407962352053728479043228708020109607026538761175637082850407219200.00000000
BRISK,AKAZE,7,0,0.00000000,0.00000000,0,0.00000000,0.00000000,4251005171854987222490061758896760859931977203737508294106761003003752899904578357821186104635271107542198943109985430542680305572214127338820579886126116552553950781154691884852883105599725004072826521717419699115956386001846272.00000000
BRISK,AKAZE,8,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,9,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,10,0,0.00000000,0.00000000,0,0.00000000,0.00000000,5285614496162831971717956274206937323440481328937256480958922330248678709689218633860112178131343192334108812580986745737728268629247395958066307983254394192247918343213536598032384.00000000
BRISK,AKAZE,11,0,0.00000000,0.00000000,0,0.00000000,0.00000000,257382701426205473290748461812813868344019749007371145206014185196144538222589374640355913423277825384343465416585780640020648120318179633607517618644388805432017684437416277378571698176.00000000
BRISK,AKAZE,12,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,13,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,14,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,15,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,16,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,17,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000

BRISK,SIFT,0,2896,377.33847100,534.15448400,0,0.00000000,0.00000000,0.00000000
BRISK,SIFT,1,3000,371.43376700,540.91255300,1740,371.06889300,12.29943227,13.86785897
BRISK,SIFT,2,2974,376.04505300,531.73377000,1774,380.79072000,12.98777737,17.99530099
BRISK,SIFT,3,2953,372.06181800,542.01246600,1780,376.11827300,17.26938871,14.53125446
BRISK,SIFT,4,2855,369.34892300,525.04806600,1756,365.61223500,13.79866612,15.08512084
BRISK,SIFT,5,2906,370.62088200,527.26457000,1718,357.77741300,12.85564709,33.57216202
BRISK,SIFT,6,2886,374.19987800,529.64980500,1704,365.84151800,13.34054193,19.63364560
BRISK,SIFT,7,2886,381.77591000,523.80214000,1698,362.57010600,14.45731022,15.23483975
BRISK,SIFT,8,2893,371.40644000,512.11041100,1669,357.04862400,13.13016586,14.66252785
BRISK,SIFT,9,2930,370.12735700,520.65160200,1682,362.20123900,12.34545830,13.64704786
BRISK,SIFT,10,3022,369.75911800,527.81545500,1712,377.24844900,12.14960324,11.60972298
BRISK,SIFT,11,3013,372.73687200,541.12894000,1751,388.55158000,11.54790781,12.73054437
BRISK,SIFT,12,2949,372.67615300,523.89822300,1716,378.77028000,10.07826007,11.02397687
BRISK,SIFT,13,3012,370.37994800,529.23030200,1773,379.06327200,9.20565887,11.17743626
BRISK,SIFT,14,3026,382.28321700,524.94856300,1715,393.77835800,9.54236248,10.22000314
BRISK,SIFT,15,3074,375.48588100,537.00190500,1801,397.32143900,8.39156690,10.15808163
BRISK,SIFT,16,3131,374.53237800,561.14605800,1820,409.22723800,8.88653053,14.94174949
BRISK,SIFT,17,3135,376.13659800,562.96342900,1872,420.40902400,11.04299793,11.12325070

ORB,BRISK,0,500,8.57876500,5.57334000,0,0.00000000,0.00000000,0.00000000
ORB,BRISK,1,500,8.94884300,5.49794900,259,8.90763200,12.29943227,10.41680790
ORB,BRISK,2,500,8.69185100,5.98572200,240,9.01169300,12.98777737,21.83884548
ORB,BRISK,3,500,8.92402100,5.79033600,270,9.42725800,17.26938871,66.41888934
ORB,BRISK,4,500,8.47938200,5.49180100,248,9.05153100,13.79866612,10.94484815
ORB,BRISK,5,500,8.52636100,5.68528500,279,9.41277800,12.85564709,-inf
ORB,BRISK,6,500,8.73051800,5.89579600,276,9.69000600,13.34054193,nan
ORB,BRISK,7,500,8.93946400,5.69941000,278,9.87898800,14.45731022,nan
ORB,BRISK,8,500,8.95827000,5.56740600,281,9.79608200,13.13016586,nan
ORB,BRISK,9,500,8.78739900,5.58605600,270,9.62090100,12.34545830,nan
ORB,BRISK,10,500,8.97514100,5.68189900,267,9.62299800,12.14960324,11.39559436
ORB,BRISK,11,500,8.75861300,5.56066300,274,9.93147400,11.54790781,-inf
ORB,BRISK,12,500,8.92825600,5.66861100,276,9.53430400,10.07826007,-inf
ORB,BRISK,13,500,8.70551500,5.42304100,279,9.33368500,9.20565887,-inf
ORB,BRISK,14,500,8.71429000,5.69885300,260,9.38660200,9.54236248,38.46614011
ORB,BRISK,15,500,9.04603600,5.58715100,284,9.55187800,8.39156690,-inf
ORB,BRISK,16,500,8.82758600,6.00061000,279,9.95677500,8.88653053,25.36837974
ORB,BRISK,17,500,8.90550500,5.89845700,269,10.26741100,11.04299793,19.64752836

ORB,BRIEF,0,500,8.54570200,2.92008900,0,0.00000000,0.00000000,0.00000000
ORB,BRIEF,1,500,8.65994300,3.11504900,198,7.84430300,12.29943227,9.46492741
ORB,BRIEF,2,500,8.80341800,3.01938300,204,7.83593200,12.98777737,9.57946968
ORB,BRIEF,3,500,8.49134600,3.15685300,200,7.88882100,17.26938871,9.99270054
ORB,BRIEF,4,500,8.72922500,2.96617700,173,7.77819500,13.79866612,nan
ORB,BRIEF,5,500,8.46875100,2.88401400,181,8.19119500,12.85564709,12.13778774
ORB,BRIEF,6,500,8.54872300,2.85914400,196,7.78075700,13.34054193,nan
ORB,BRIEF,7,500,8.60722600,2.95379700,198,7.81670500,14.45731022,9.67764071
ORB,BRIEF,8,500,8.73551000,3.11068000,183,7.83776200,13.13016586,-inf
ORB,BRIEF,9,500,8.67412700,2.84243600,187,7.85780800,12.34545830,-inf
ORB,BRIEF,10,500,8.79817400,2.82021500,190,7.86240900,12.14960324,39.09963720
ORB,BRIEF,11,500,8.71172000,2.87409900,182,7.83977600,11.54790781,21.39175007
ORB,BRIEF,12,500,8.87003100,3.06315000,187,7.83267100,10.07826007,nan
ORB,BRIEF,13,500,8.67525400,3.00328700,208,7.80711200,9.20565887,nan
ORB,BRIEF,14,500,8.81665000,2.98140500,208,7.97547000,9.54236248,6.79522335
ORB,BRIEF,15,500,9.08479500,3.05432200,205,7.90269700,8.39156690,14.18915579
ORB,BRIEF,16,500,8.80014400,2.97650500,156,7.88090500,8.88653053,11.08301256
ORB,BRIEF,17,500,8.68681600,2.93401300,180,7.75065900,11.04299793,11.51440326

ORB,ORB,0,500,8.46750200,6.88977600,0,0.00000000,0.00000000,0.00000000
ORB,ORB,1,500,8.50095900,6.75086300,204,7.85490900,12.29943227,17.57051238
ORB,ORB,2,500,8.41401200,6.76606100,210,8.03597100,12.98777737,-inf
ORB,ORB,3,500,8.95944500,6.79412700,199,7.95665800,17.26938871,24.79980808
ORB,ORB,4,500,8.55744300,7.07029200,220,7.94570100,13.79866612,8.12987208
ORB,ORB,5,500,8.38986200,6.63790900,213,7.92250000,12.85564709,-inf
ORB,ORB,6,500,8.76177100,7.11918500,223,7.96750500,13.34054193,nan
ORB,ORB,7,500,8.74544700,6.70938800,233,7.82236500,14.45731022,-inf
ORB,ORB,8,500,8.66134800,6.61571700,208,7.80285400,13.13016586,nan
ORB,ORB,9,500,8.90249100,6.72863000,201,7.90796600,12.34545830,-inf
ORB,ORB,10,500,8.73689600,6.69389800,192,7.86902400,12.14960324,-inf
ORB,ORB,11,500,8.79600900,6.87512700,219,8.10004700,11.54790781,13.11578591
ORB,ORB,12,500,8.80873500,6.78304800,210,7.93430400,10.07826007,-inf
ORB,ORB,13,500,8.63759800,6.79737600,197,7.91558600,9.20565887,-inf
ORB,ORB,14,500,8.79493100,6.88672500,229,7.88845500,9.54236248,-inf
ORB,ORB,15,500,8.80557100,6.63813000,233,7.89279400,8.39156690,-inf
ORB,ORB,16,500,8.70643500,6.75552100,199,7.88854200,8.88653053,30.63792063
ORB,ORB,17,500,8.63565900,6.59273000,219,7.82460500,11.04299793,30.25517657

ORB,FREAK,0,500,8.40684900,43.97586700,0,0.00000000,0.00000000,0.00000000
ORB,FREAK,1,500,8.53986100,44.32574200,84,1.81399600,12.29943227,11.37809139
ORB,FREAK,2,500,8.80187900,46.25501900,94,2.02935200,12.98777737,9.87936833
ORB,FREAK,3,500,8.45883800,44.62500100,102,2.15486300,17.26938871,9.11781443
ORB,FREAK,4,500,8.64224800,44.30503800,117,2.00116000,13.79866612,7.56648818
ORB,FREAK,5,500,8.63452000,45.33936600,88,2.05939900,12.85564709,nan
ORB,FREAK,6,500,9.08000000,45.20910800,108,2.19310000,13.34054193,6.58842874
ORB,FREAK,7,500,9.16748900,44.77576100,108,2.20364000,14.45731022,nan
ORB,FREAK,8,500,9.09341700,46.45438200,117,2.37331300,13.13016586,nan
ORB,FREAK,9,500,8.97130700,46.51313900,119,2.56471600,12.34545830,12.28885312
ORB,FREAK,10,500,8.78687100,44.27507400,108,2.44397700,12.14960324,8.60161052
ORB,FREAK,11,500,8.85361500,44.63124800,129,2.65701600,11.54790781,21.38937919
ORB,FREAK,12,500,8.82794900,44.87901400,128,2.47835200,10.07826007,nan
ORB,FREAK,13,500,8.85587900,44.64212000,116,2.31214200,9.20565887,nan
ORB,FREAK,14,500,8.78237500,44.16053400,125,2.41725200,9.54236248,7.79438520
ORB,FREAK,15,500,8.65303100,44.55677700,136,2.54002800,8.39156690,nan
ORB,FREAK,16,500,9.03326500,45.06304100,114,2.42613600,8.88653053,14.80157844
ORB,FREAK,17,500,8.72640900,44.48259200,112,2.49620500,11.04299793,nan

ORB,AKAZE,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,1,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,2,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,3,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,4,0,0.00000000,0.00000000,0,0.00000000,0.00000000,1726347346919784596218595979484941815920177203742450248701171473325086629857703513723909799164355262607234751553172250703718075200217662729374106842734450926102772184259787656229842430088249594240322340007579275853971610510853021565816286478336.00000000
